datetime,day of week,product,quantity
2019-07-21 11:07,Sun,tiramisu,1.0
2019-07-21 11:07,Sun,angbutter,1.0
2019-07-21 11:07,Sun,gateau chocolat,1.0
2019-07-21 11:42,Sun,croissant,1.0
2019-07-21 11:42,Sun,angbutter,1.0
2019-07-21 11:42,Sun,plain bread,1.0
2019-07-21 11:42,Sun,pain au chocolat,1.0
2019-07-21 12:12,Sun,orange pound,1.0
2019-07-21 12:12,Sun,americano,1.0
2019-07-21 12:12,Sun,wiener,1.0
2019-07-21 12:12,Sun,angbutter,1.0
2019-07-21 12:25,Sun,caffe latte,1.0
2019-07-21 12:25,Sun,angbutter,1.0
2019-07-21 12:25,Sun,pain au chocolat,1.0
2019-07-21 12:29,Sun,orange pound,1.0
2019-07-21 12:29,Sun,angbutter,2.0
2019-07-21 12:47,Sun,tiramisu croissant,1.0
2019-07-21 12:47,Sun,orange pound,1.0
2019-07-21 12:47,Sun,plain bread,1.0
2019-07-21 12:47,Sun,croissant,1.0
2019-07-21 12:47,Sun,pain au chocolat,1.0
2019-07-21 13:37,Sun,croissant,1.0
2019-07-21 13:37,Sun,milk tea,2.0
2019-07-21 13:37,Sun,angbutter,1.0
2019-07-21 13:45,Sun,angbutter,1.0
2019-07-21 13:45,Sun,americano,2.0
2019-07-21 13:45,Sun,croissant,1.0
2019-07-21 13:45,Sun,tiramisu croissant,1.0
2019-07-21 14:05,Sun,plain bread,1.0
2019-07-21 14:05,Sun,angbutter,1.0
2019-07-21 14:05,Sun,croissant,1.0
2019-07-21 14:05,Sun,vanila latte,1.0
2019-07-21 14:53,Sun,angbutter,1.0
2019-07-21 14:53,Sun,croissant,1.0
2019-07-21 14:53,Sun,jam,1.0
2019-07-21 14:53,Sun,plain bread,1.0
2019-07-21 15:21,Sun,almond croissant,1.0
2019-07-21 15:21,Sun,gateau chocolat,1.0
2019-07-21 15:21,Sun,angbutter,1.0
2019-07-22 11:38,Mon,angbutter,2.0
2019-07-22 11:38,Mon,americano,1.0
2019-07-22 12:16,Mon,orange pound,1.0
2019-07-22 12:16,Mon,angbutter,1.0
2019-07-22 12:16,Mon,croissant,1.0
2019-07-22 12:16,Mon,milk tea,1.0
2019-07-22 12:24,Mon,pain au chocolat,1.0
2019-07-22 12:24,Mon,angbutter,1.0
2019-07-22 12:24,Mon,orange pound,1.0
2019-07-22 12:24,Mon,croissant,1.0
2019-07-22 12:41,Mon,croissant,2.0
2019-07-22 12:41,Mon,tiramisu croissant,1.0
2019-07-22 12:41,Mon,angbutter,1.0
2019-07-22 13:28,Mon,pain au chocolat,2.0
2019-07-22 13:28,Mon,angbutter,2.0
2019-07-22 13:44,Mon,pandoro,1.0
2019-07-22 13:44,Mon,angbutter,1.0
2019-07-22 13:44,Mon,pain au chocolat,1.0
2019-07-22 14:47,Mon,angbutter,5.0
2019-07-22 15:37,Mon,caffe latte,1.0
2019-07-22 15:37,Mon,tiramisu croissant,1.0
2019-07-22 15:37,Mon,angbutter,1.0
2019-07-22 15:37,Mon,gateau chocolat,1.0
2019-07-22 16:54,Mon,croissant,1.0
2019-07-22 16:54,Mon,angbutter,1.0
2019-07-22 16:54,Mon,berry ade,1.0
2019-07-22 16:54,Mon,gateau chocolat,1.0
2019-07-24 11:29,Wed,angbutter,3.0
2019-07-24 11:56,Wed,angbutter,2.0
2019-07-24 11:56,Wed,plain bread,2.0
2019-07-24 11:56,Wed,tiramisu croissant,1.0
2019-07-24 11:56,Wed,orange pound,1.0
2019-07-24 13:24,Wed,croissant,1.0
2019-07-24 13:24,Wed,angbutter,1.0
2019-07-24 13:24,Wed,americano,1.0
2019-07-24 13:24,Wed,plain bread,1.0
2019-07-24 14:25,Wed,angbutter,3.0
2019-07-24 14:25,Wed,milk tea,2.0
2019-07-24 14:28,Wed,americano,1.0
2019-07-24 14:28,Wed,angbutter,1.0
2019-07-24 14:28,Wed,tiramisu croissant,1.0
2019-07-24 14:28,Wed,vanila latte,1.0
2019-07-24 14:28,Wed,plain bread,2.0
2019-07-24 15:36,Wed,angbutter,2.0
2019-07-24 15:36,Wed,almond croissant,1.0
2019-07-24 15:40,Wed,angbutter,2.0
2019-07-24 15:40,Wed,tiramisu croissant,1.0
2019-07-24 16:02,Wed,angbutter,3.0
2019-07-24 17:20,Wed,pain au chocolat,1.0
2019-07-24 17:20,Wed,wiener,2.0
2019-07-24 17:20,Wed,almond croissant,1.0
2019-07-25 11:49,Thur,gateau chocolat,1.0
2019-07-25 11:49,Thur,pain au chocolat,1.0
2019-07-25 11:49,Thur,tiramisu croissant,1.0
2019-07-25 11:49,Thur,angbutter,1.0
2019-07-25 11:57,Thur,americano,1.0
2019-07-25 11:57,Thur,angbutter,1.0
2019-07-25 11:57,Thur,croissant,1.0
2019-07-25 11:57,Thur,plain bread,1.0
2019-07-25 11:57,Thur,caffe latte,1.0
2019-07-25 11:57,Thur,vanila latte,1.0
2019-07-25 12:01,Thur,wiener,6.0
2019-07-25 12:01,Thur,almond croissant,4.0
2019-07-25 12:35,Thur,croissant,1.0
2019-07-25 12:35,Thur,angbutter,5.0
2019-07-25 12:35,Thur,wiener,2.0
2019-07-25 12:35,Thur,pain au chocolat,1.0
2019-07-25 13:01,Thur,pain au chocolat,1.0
2019-07-25 13:01,Thur,angbutter,2.0
2019-07-25 13:01,Thur,tiramisu croissant,1.0
2019-07-25 13:05,Thur,gateau chocolat,1.0
2019-07-25 13:05,Thur,berry ade,1.0
2019-07-25 13:05,Thur,pain au chocolat,2.0
2019-07-25 13:40,Thur,angbutter,2.0
2019-07-25 13:40,Thur,pandoro,1.0
2019-07-25 13:40,Thur,croissant,1.0
2019-07-25 13:42,Thur,americano,1.0
2019-07-25 13:42,Thur,angbutter,1.0
2019-07-25 13:42,Thur,pandoro,1.0
2019-07-25 14:12,Thur,angbutter,2.0
2019-07-25 14:12,Thur,pandoro,1.0
2019-07-25 15:09,Thur,croissant,1.0
2019-07-25 15:09,Thur,angbutter,1.0
2019-07-25 15:09,Thur,americano,1.0
2019-07-25 15:57,Thur,gateau chocolat,1.0
2019-07-25 15:57,Thur,angbutter,1.0
2019-07-25 15:57,Thur,almond croissant,1.0
2019-07-25 16:03,Thur,pandoro,1.0
2019-07-25 16:03,Thur,almond croissant,1.0
2019-07-25 16:03,Thur,vanila latte,1.0
2019-07-25 16:03,Thur,orange pound,1.0
2019-07-26 11:23,Fri,pandoro,1.0
2019-07-26 11:23,Fri,tiramisu croissant,1.0
2019-07-26 11:23,Fri,pain au chocolat,2.0
2019-07-26 11:23,Fri,croissant,6.0
2019-07-26 11:23,Fri,plain bread,3.0
2019-07-26 11:23,Fri,orange pound,1.0
2019-07-26 11:23,Fri,angbutter,4.0
2019-07-26 11:26,Fri,angbutter,1.0
2019-07-26 11:26,Fri,croissant,3.0
2019-07-26 11:26,Fri,plain bread,1.0
2019-07-26 11:26,Fri,orange pound,1.0
2019-07-26 11:31,Fri,orange pound,1.0
2019-07-26 11:31,Fri,tiramisu croissant,1.0
2019-07-26 11:31,Fri,wiener,1.0
2019-07-26 11:31,Fri,angbutter,1.0
2019-07-26 11:31,Fri,pandoro,1.0
2019-07-26 11:36,Fri,plain bread,5.0
2019-07-26 11:36,Fri,pain au chocolat,5.0
2019-07-26 11:36,Fri,pandoro,5.0
2019-07-26 11:36,Fri,almond croissant,5.0
2019-07-26 11:36,Fri,angbutter,6.0
2019-07-26 11:36,Fri,croissant,5.0
2019-07-26 11:37,Fri,orange pound,1.0
2019-07-26 11:37,Fri,plain bread,1.0
2019-07-26 11:37,Fri,croissant,1.0
2019-07-26 11:37,Fri,jam,1.0
2019-07-26 11:55,Fri,angbutter,1.0
2019-07-26 11:55,Fri,almond croissant,1.0
2019-07-26 11:55,Fri,tiramisu croissant,1.0
2019-07-26 11:55,Fri,wiener,2.0
2019-07-26 13:19,Fri,angbutter,3.0
2019-07-26 13:19,Fri,tiramisu croissant,1.0
2019-07-26 13:19,Fri,wiener,2.0
2019-07-26 13:24,Fri,angbutter,2.0
2019-07-26 13:24,Fri,lemon ade,1.0
2019-07-26 13:24,Fri,orange pound,1.0
2019-07-26 13:24,Fri,americano,1.0
2019-07-26 13:24,Fri,pain au chocolat,1.0
2019-07-26 14:05,Fri,angbutter,1.0
2019-07-26 14:05,Fri,berry ade,1.0
2019-07-26 14:05,Fri,milk tea,1.0
2019-07-26 14:24,Fri,angbutter,5.0
2019-07-26 14:24,Fri,orange pound,2.0
2019-07-26 14:52,Fri,almond croissant,1.0
2019-07-26 14:52,Fri,angbutter,1.0
2019-07-26 14:52,Fri,lemon ade,1.0
2019-07-26 14:52,Fri,gateau chocolat,1.0
2019-07-26 14:52,Fri,wiener,1.0
2019-07-26 14:56,Fri,pandoro,1.0
2019-07-26 14:56,Fri,angbutter,2.0
2019-07-27 11:29,Sat,tiramisu croissant,1.0
2019-07-27 11:29,Sat,americano,1.0
2019-07-27 11:29,Sat,angbutter,1.0
2019-07-27 11:29,Sat,plain bread,1.0
2019-07-27 11:57,Sat,croissant,1.0
2019-07-27 11:57,Sat,pain au chocolat,1.0
2019-07-27 11:57,Sat,pandoro,1.0
2019-07-27 11:57,Sat,plain bread,1.0
2019-07-27 11:57,Sat,angbutter,1.0
2019-07-27 12:00,Sat,vanila latte,1.0
2019-07-27 12:00,Sat,gateau chocolat,1.0
2019-07-27 12:00,Sat,croissant,1.0
2019-07-27 12:00,Sat,angbutter,1.0
2019-07-27 12:07,Sat,gateau chocolat,2.0
2019-07-27 12:07,Sat,angbutter,2.0
2019-07-27 12:07,Sat,pain au chocolat,2.0
2019-07-27 12:07,Sat,plain bread,2.0
2019-07-27 12:20,Sat,pain au chocolat,1.0
2019-07-27 12:20,Sat,tiramisu,1.0
2019-07-27 12:20,Sat,croissant,1.0
2019-07-27 12:20,Sat,lemon ade,1.0
2019-07-27 12:20,Sat,angbutter,1.0
2019-07-27 12:26,Sat,croissant,3.0
2019-07-27 12:26,Sat,angbutter,1.0
2019-07-27 12:43,Sat,angbutter,1.0
2019-07-27 12:43,Sat,plain bread,1.0
2019-07-27 12:43,Sat,pandoro,1.0
2019-07-27 13:50,Sat,angbutter,1.0
2019-07-27 13:50,Sat,plain bread,1.0
2019-07-27 13:50,Sat,pandoro,1.0
2019-07-27 14:05,Sat,angbutter,1.0
2019-07-27 14:05,Sat,jam,1.0
2019-07-27 14:05,Sat,gateau chocolat,1.0
2019-07-27 14:05,Sat,vanila latte,1.0
2019-07-27 14:05,Sat,orange pound,1.0
2019-07-27 14:05,Sat,wiener,1.0
2019-07-27 14:05,Sat,lemon ade,1.0
2019-07-27 14:05,Sat,plain bread,1.0
2019-07-28 11:14,Mon,angbutter,1.0
2019-07-28 11:14,Mon,pandoro,1.0
2019-07-28 11:14,Mon,tiramisu croissant,1.0
2019-07-28 11:17,Sun,angbutter,1.0
2019-07-28 11:17,Sun,orange pound,1.0
2019-07-28 11:17,Sun,wiener,1.0
2019-07-28 11:17,Sun,croissant,1.0
2019-07-28 12:10,Sun,plain bread,1.0
2019-07-28 12:10,Sun,pandoro,1.0
2019-07-28 12:10,Sun,angbutter,1.0
2019-07-28 12:21,Sun,angbutter,1.0
2019-07-28 12:21,Sun,pain au chocolat,1.0
2019-07-28 12:21,Sun,tiramisu croissant,1.0
2019-07-28 12:47,Sun,pain au chocolat,1.0
2019-07-28 12:47,Sun,angbutter,1.0
2019-07-28 12:47,Sun,americano,1.0
2019-07-28 12:48,Sun,croissant,1.0
2019-07-28 12:48,Sun,tiramisu croissant,1.0
2019-07-28 12:48,Sun,angbutter,1.0
2019-07-28 13:13,Sun,croissant,2.0
2019-07-28 13:13,Sun,angbutter,2.0
2019-07-28 13:13,Sun,plain bread,1.0
2019-07-28 13:13,Sun,wiener,1.0
2019-07-28 13:14,Sun,berry ade,1.0
2019-07-28 13:14,Sun,jam,1.0
2019-07-28 13:14,Sun,plain bread,1.0
2019-07-28 13:14,Sun,pain au chocolat,1.0
2019-07-28 13:14,Sun,pandoro,1.0
2019-07-29 11:08,Mon,angbutter,1.0
2019-07-29 11:08,Mon,croissant,3.0
2019-07-29 11:08,Mon,wiener,3.0
2019-07-29 11:12,Mon,croissant,1.0
2019-07-29 11:12,Mon,angbutter,2.0
2019-07-29 11:12,Mon,orange pound,1.0
2019-07-29 11:12,Mon,tiramisu croissant,1.0
2019-07-29 11:39,Mon,pain au chocolat,1.0
2019-07-29 11:39,Mon,angbutter,1.0
2019-07-29 11:39,Mon,pandoro,1.0
2019-07-29 12:02,Mon,pain au chocolat,1.0
2019-07-29 12:02,Mon,orange pound,1.0
2019-07-29 12:02,Mon,angbutter,1.0
2019-07-29 12:15,Mon,pain au chocolat,1.0
2019-07-29 12:15,Mon,orange pound,1.0
2019-07-29 12:15,Mon,croissant,1.0
2019-07-29 12:15,Mon,angbutter,1.0
2019-07-29 12:22,Mon,pain au chocolat,1.0
2019-07-29 12:22,Mon,orange pound,1.0
2019-07-29 12:22,Mon,angbutter,3.0
2019-07-29 12:22,Mon,plain bread,1.0
2019-07-29 12:54,Mon,angbutter,1.0
2019-07-29 12:54,Mon,almond croissant,1.0
2019-07-29 12:54,Mon,orange pound,1.0
2019-07-29 13:25,Mon,angbutter,1.0
2019-07-29 13:25,Mon,croissant,1.0
2019-07-29 13:25,Mon,americano,1.0
2019-07-29 13:25,Mon,gateau chocolat,1.0
2019-07-29 13:36,Mon,almond croissant,1.0
2019-07-29 13:36,Mon,pandoro,1.0
2019-07-29 13:36,Mon,croissant,1.0
2019-07-29 13:36,Mon,milk tea,1.0
2019-07-29 13:36,Mon,vanila latte,1.0
2019-07-29 13:53,Mon,americano,2.0
2019-07-29 13:53,Mon,almond croissant,1.0
2019-07-29 13:53,Mon,pandoro,1.0
2019-07-29 13:53,Mon,tiramisu croissant,1.0
2019-07-29 13:53,Mon,vanila latte,1.0
2019-07-31 11:09,Wed,americano,1.0
2019-07-31 11:09,Wed,angbutter,2.0
2019-07-31 11:25,Wed,plain bread,1.0
2019-07-31 11:25,Wed,pain au chocolat,1.0
2019-07-31 11:25,Wed,pandoro,1.0
2019-07-31 11:25,Wed,angbutter,2.0
2019-07-31 11:25,Wed,croissant,2.0
2019-07-31 11:38,Wed,plain bread,1.0
2019-07-31 11:38,Wed,croissant,1.0
2019-07-31 11:38,Wed,jam,1.0
2019-07-31 11:38,Wed,angbutter,1.0
2019-07-31 11:38,Wed,pain au chocolat,1.0
2019-07-31 11:38,Wed,almond croissant,1.0
2019-07-31 11:44,Wed,angbutter,2.0
2019-07-31 11:44,Wed,americano,1.0
2019-07-31 11:44,Wed,pain au chocolat,2.0
2019-07-31 11:44,Wed,gateau chocolat,2.0
2019-07-31 12:48,Wed,plain bread,1.0
2019-07-31 12:48,Wed,angbutter,2.0
2019-07-31 13:18,Wed,angbutter,1.0
2019-07-31 13:18,Wed,pandoro,1.0
2019-07-31 13:18,Wed,plain bread,1.0
2019-07-31 13:18,Wed,americano,2.0
2019-07-31 13:18,Wed,vanila latte,1.0
2019-07-31 13:19,Wed,tiramisu croissant,1.0
2019-07-31 13:19,Wed,americano,1.0
2019-07-31 13:19,Wed,angbutter,1.0
2019-07-31 13:29,Wed,pandoro,1.0
2019-07-31 13:29,Wed,angbutter,1.0
2019-07-31 13:29,Wed,gateau chocolat,1.0
2019-07-31 13:54,Wed,angbutter,1.0
2019-07-31 13:54,Wed,milk tea,1.0
2019-07-31 13:54,Wed,gateau chocolat,1.0
2019-07-31 13:58,Wed,tiramisu croissant,1.0
2019-07-31 13:58,Wed,angbutter,1.0
2019-07-31 13:58,Wed,pandoro,1.0
2019-08-01 11:03,Thur,pandoro,1.0
2019-08-01 11:03,Thur,tiramisu croissant,1.0
2019-08-01 11:03,Thur,pain au chocolat,1.0
2019-08-01 11:17,Thur,pain au chocolat,1.0
2019-08-01 11:17,Thur,angbutter,2.0
2019-08-01 11:25,Thur,angbutter,2.0
2019-08-01 11:25,Thur,pandoro,1.0
2019-08-01 11:50,Thur,croissant,1.0
2019-08-01 11:50,Thur,angbutter,1.0
2019-08-01 11:50,Thur,orange pound,1.0
2019-08-01 12:02,Thur,angbutter,2.0
2019-08-01 12:02,Thur,pandoro,1.0
2019-08-01 12:02,Thur,plain bread,1.0
2019-08-01 12:02,Thur,croissant,1.0
2019-08-01 12:15,Thur,angbutter,2.0
2019-08-01 12:15,Thur,orange pound,1.0
2019-08-01 12:15,Thur,tiramisu croissant,1.0
2019-08-01 12:24,Thur,gateau chocolat,1.0
2019-08-01 12:24,Thur,croissant,2.0
2019-08-01 12:24,Thur,plain bread,2.0
2019-08-01 12:24,Thur,angbutter,1.0
2019-08-01 12:24,Thur,pain au chocolat,1.0
2019-08-01 12:24,Thur,tiramisu croissant,1.0
2019-08-01 12:38,Thur,plain bread,1.0
2019-08-01 12:38,Thur,pandoro,1.0
2019-08-01 12:38,Thur,milk tea,1.0
2019-08-01 13:37,Thur,angbutter,2.0
2019-08-01 13:37,Thur,croissant,1.0
2019-08-01 13:39,Thur,plain bread,1.0
2019-08-01 13:39,Thur,jam,1.0
2019-08-01 13:39,Thur,milk tea,1.0
2019-08-01 13:39,Thur,pain au chocolat,1.0
2019-08-01 14:17,Thur,tiramisu croissant,1.0
2019-08-01 14:17,Thur,angbutter,1.0
2019-08-01 14:17,Thur,pain au chocolat,1.0
2019-08-01 14:56,Thur,croissant,4.0
2019-08-01 14:56,Thur,pain au chocolat,2.0
2019-08-02 11:03,Fri,pain au chocolat,1.0
2019-08-02 11:03,Fri,angbutter,3.0
2019-08-02 11:04,Fri,plain bread,1.0
2019-08-02 11:04,Fri,angbutter,1.0
2019-08-02 11:04,Fri,gateau chocolat,1.0
2019-08-02 11:06,Fri,orange pound,1.0
2019-08-02 11:06,Fri,pandoro,1.0
2019-08-02 11:06,Fri,angbutter,3.0
2019-08-02 11:06,Fri,tiramisu croissant,1.0
2019-08-02 11:06,Fri,wiener,1.0
2019-08-02 11:19,Fri,angbutter,3.0
2019-08-02 11:31,Fri,angbutter,1.0
2019-08-02 11:31,Fri,berry ade,1.0
2019-08-02 11:31,Fri,plain bread,1.0
2019-08-02 11:31,Fri,wiener,1.0
2019-08-02 11:57,Fri,angbutter,6.0
2019-08-02 12:21,Fri,angbutter,1.0
2019-08-02 12:21,Fri,caffe latte,1.0
2019-08-02 12:21,Fri,tiramisu croissant,1.0
2019-08-02 12:31,Fri,angbutter,2.0
2019-08-02 12:31,Fri,orange pound,1.0
2019-08-02 12:31,Fri,gateau chocolat,1.0
2019-08-02 12:51,Fri,tiramisu croissant,1.0
2019-08-02 12:51,Fri,angbutter,1.0
2019-08-02 12:51,Fri,plain bread,1.0
2019-08-03 11:02,Sat,angbutter,5.0
2019-08-03 11:03,Sat,angbutter,2.0
2019-08-03 11:03,Sat,plain bread,1.0
2019-08-03 11:03,Sat,pain au chocolat,2.0
2019-08-03 11:03,Sat,pain au chocolat,1.0
2019-08-03 11:03,Sat,croissant,2.0
2019-08-03 11:03,Sat,wiener,3.0
2019-08-03 11:05,Sat,almond croissant,1.0
2019-08-03 11:05,Sat,wiener,1.0
2019-08-03 11:05,Sat,orange pound,1.0
2019-08-03 11:05,Sat,angbutter,1.0
2019-08-03 11:05,Sat,pain au chocolat,1.0
2019-08-03 11:05,Sat,gateau chocolat,1.0
2019-08-03 11:05,Sat,croissant,1.0
2019-08-03 11:06,Sat,angbutter,1.0
2019-08-03 11:06,Sat,wiener,2.0
2019-08-03 11:06,Sat,jam,1.0
2019-08-03 11:06,Sat,plain bread,1.0
2019-08-03 11:08,Sat,wiener,4.0
2019-08-03 11:08,Sat,gateau chocolat,1.0
2019-08-03 11:08,Sat,plain bread,1.0
2019-08-03 11:08,Sat,croissant,1.0
2019-08-03 11:20,Sat,angbutter,1.0
2019-08-03 11:20,Sat,gateau chocolat,1.0
2019-08-03 11:20,Sat,wiener,1.0
2019-08-03 11:20,Sat,croissant,1.0
2019-08-03 11:53,Sat,plain bread,1.0
2019-08-03 11:53,Sat,wiener,2.0
2019-08-03 11:53,Sat,croissant,1.0
2019-08-03 11:53,Sat,angbutter,1.0
2019-08-03 12:06,Sat,angbutter,3.0
2019-08-03 12:44,Sat,angbutter,1.0
2019-08-03 12:44,Sat,milk tea,1.0
2019-08-03 12:44,Sat,plain bread,1.0
2019-08-03 12:44,Sat,orange pound,1.0
2019-08-03 13:06,Sat,angbutter,3.0
2019-08-03 13:18,Sat,angbutter,1.0
2019-08-03 13:18,Sat,croissant,1.0
2019-08-03 13:18,Sat,americano,2.0
2019-08-03 13:20,Sat,croissant,1.0
2019-08-03 13:20,Sat,orange pound,1.0
2019-08-03 13:20,Sat,angbutter,1.0
2019-08-03 13:20,Sat,jam,1.0
